Muestreo	Fecha	Hora	ZT	Notas		1	2	3	4	5			6	7	8	9	10	11
891		1:00:30 p. m.	6		0	28	0	124	42	575	0	0	387	264	0	0	28	206
892		1:30:30 p. m.	6.5		0	389	0	100	98	226	0	0	236	225	0	0	76	12
893		2:00:30 p. m.	7		0	0	315	164	124	675	0	0	861	257	83	0	90	22
894		2:30:30 p. m.	7.5		0	523	0	381	90	313	0	0	160	334	0	0	134	300
895		3:00:30 p. m.	8		0	0	0	933	66	303	0	0	319	593	7	828	63	8
896		3:30:30 p. m.	8.5		0	0	0	57	117	609	0	0	115	426	8	350	154	77
897		4:00:30 p. m.	9		0	399	0	18	387	377	0	0	759	940	7	0	1216	968
898		4:30:30 p. m.	9.5		0	274	0	10	0	369	0	0	138	1030	0	0	0	10
899		5:00:30 p. m.	10		0	10	0	29	21	230	0	0	145	176	0	0	63	11
900		5:30:30 p. m.	10.5		0	0	0	188	277	1257	0	0	242	151	0	0	91	12
901		6:00:30 p. m.	11		0	0	346	272	22	166	0	0	312	8	0	0	383	11
902		6:30:30 p. m.	11.5		0	0	0	93	30	341	0	0	1775	489	0	83	1363	45
903		7:00:30 p. m.	12		0	19	0	67	45	491	0	0	2198	1675	9	103	2710	40
904		7:30:30 p. m.	12.5		0	705	128	144	588	682	0	0	161	672	20	6	120	1062
905		8:00:30 p. m.	13		0	45	459	257	86	1586	0	0	265	211	177	112	974	173
906		8:30:30 p. m.	13.5		0	30	825	542	907	1858	0	0	147	1120	146	9	2048	606
907		9:00:30 p. m.	14		0	29	94	1181	142	441	0	0	733	194	836	518	1211	131
908		9:30:30 p. m.	14.5		0	442	128	756	831	1456	0	0	498	1248	94	217	1002	2416
909		10:00:30 p. m.	15		0	378	46	963	3203	1871	0	0	1774	1550	619	1122	2490	680
910		10:30:30 p. m.	15.5		0	1081	89	545	1714	2960	0	0	2613	1185	1194	204	3345	881
911		11:00:30 p. m.	16		0	173	181	535	1924	1705	0	0	1360	2104	340	238	2397	814
912		11:30:30 p. m.	16.5		0	1077	997	1111	1827	1508	0	0	1724	2182	541	514	2012	217
913	09-feb-23	12:00:30 a. m.	17		0	139	550	651	587	1072	0	0	2923	1350	176	908	2391	246
914		12:30:30 a. m.	17.5		0	37	0	177	378	1757	0	0	434	1220	711	386	1145	245
915		1:00:30 a. m.	18		0	709	288	1003	1808	1838	0	0	1294	930	544	670	328	3257
916		1:30:30 a. m.	18.5		0	562	350	846	1082	1143	0	0	2691	1009	538	251	133	2075
917		2:00:30 a. m.	19		0	508	940	1207	3556	1017	0	0	1948	1942	1285	233	2204	351
918		2:30:30 a. m.	19.5		0	155	946	1606	472	1436	0	0	503	3026	1309	1079	3120	366
919		3:00:30 a. m.	20		0	29	0	1322	485	3245	0	0	2156	915	578	945	2271	531
920		3:30:30 a. m.	20.5		0	429	251	1631	1890	754	0	0	2362	89	356	182	571	298
921		4:00:30 a. m.	21		0	1107	0	618	1625	1642	0	0	2568	1482	200	0	188	3700
922		4:30:30 a. m.	21.5		0	754	53	793	293	3591	0	0	931	2022	460	154	950	429
923		5:00:30 a. m.	22		0	272	864	1786	887	1553	0	0	3372	2230	229	567	1885	225
924		5:30:30 a. m.	22.5		0	559	426	1757	2214	1369	0	0	1975	955	107	923	2256	439
925		6:00:30 a. m.	23		0	1628	0	188	298	631	0	0	3115	1661	365	228	1663	576
926		6:30:30 a. m.	23.5		0	28	0	439	1677	3334	0	0	343	668	129	112	2068	64
927		7:00:30 a. m.	0		0	18	38	95	113	2120	0	0	684	1526	163	34	1323	351
928		7:30:30 a. m.	0.5	Murieron 	0	56	190	122	91	383	0	0	76	360	0	215	518	20
929		8:00:30 a. m.	1		0	112	0	20	131	300	0	0	278	156	0	0	96	1111
930		8:30:30 a. m.	1.5		0	0	0	161	113	669	0	0	624	138	0	103	2520	0
931		9:00:30 a. m.	2		0	1772	0	187	1450	241	0	0	277	388	711	249	490	896
932		9:30:30 a. m.	2.5		0	65	9	56	35	1249	0	0	257	366	226	8	19	86
933		10:00:30 a. m.	3		0	28	0	761	565	1146	0	0	3574	2291	6	0	52	9
934		10:30:30 a. m.	3.5		0	408	10	660	30	124	0	0	1292	622	0	172	1548	105
935		11:00:30 a. m.	4		0	111	18	130	187	212	7	7	315	731	64	124	3380	0
936		11:30:30 a. m.	4.5		0	0	0	0	0	0	0	0	452	231	0	0	733	414
937		12:00:30 p. m.	5		0	0	0	0	1	1	0	0	183	160	7	0	131	0
938		12:30:30 p. m.	5.5		0	0	0	0	0	0	0	0	231	742	0	0	52	10
939		1:00:30 p. m.	6		0	0	0	0	1	2	0	0	342	862	467	62	825	23
940		1:30:30 p. m.	6.5		0	0	0	0	0	0	0	0	0	44	0	291	120	0
941		2:00:30 p. m.	7		0	0	0	0	1	1	0	0	23	322	33	287	498	356
942		2:30:30 p. m.	7.5		0	0	0	0	1	1	0	0	0	0	0	0	57	23
943		3:00:30 p. m.	8		0	0	496	0	3	3728	0	0	2333	23	45	36	40	205
944		3:30:30 p. m.	8.5		0	0	761	0	0	4617	0	0	2868	0	0	0	0	0
945		4:00:30 p. m.	9		0	0	210	0	0	3807	0	0	1568	0	0	0	0	0
946		4:30:30 p. m.	9.5		0	0	64	0	0	2002	0	0	586	0	0	0	0	0
947		5:00:30 p. m.	10		0	0	0	0	0	2180	0	0	228	0	0	0	0	0
948		5:30:30 p. m.	10.5		0	231	119	300	313	253	0	0	664	1002	102	12	0	0
949		6:00:30 p. m.	11		0	1148	0	231	4649	1799	0	0	370	4216	23	0	12	89
950		6:30:30 p. m.	11.5		0	826	0	72	4413	655	0	0	1033	2017	0	0	0	0
951		7:00:30 p. m.	12		0	365	0	0	2733	347	0	0	995	777	0	0	0	0
952		7:30:30 p. m.	12.5		0	19	0	371	4204	374	0	0	931	3536	0	0	0	0
953		8:00:30 p. m.	13		0	140	317	10	1864	701	0	0	1602	1874	0	0	0	0
954		8:30:30 p. m.	13.5		0	94	655	19	3560	328	0	0	408	2342	0	0	0	0
955		9:00:30 p. m.	14		0	0	538	150	2472	488	0	0	0	1573	0	0	0	0
956		9:30:30 p. m.	14.5		0	350	111	0	1415	10	0	0	998	1531	0	0	0	0
957		10:00:30 p. m.	15		0	0	18	493	1720	606	0	0	573	930	0	0	0	0
958		10:30:30 p. m.	15.5		0	55	93	52	2445	1557	0	0	616	692	761	0	0	0
959		11:00:30 p. m.	16		0	124	345	64	1666	541	0	0	0	896	960	0	0	0
960		11:30:30 p. m.	16.5		0	9	174	1175	1772	422	0	0	1345	8	873	0	0	0
961	10-feb-23	12:00:30 a. m.	17		0	384	232	58	1763	2298	0	0	182	245	578	0	0	0
962		12:30:30 a. m.	17.5		0	19	18	47	217	132	0	0	11	2039	287	0	0	0
963		1:00:30 a. m.	18		0	0	122	0	22	10	0	0	967	524	118	0	0	0
964		1:30:30 a. m.	18.5		0	301	111	208	115	114	0	0	692	956	90	0	0	0
965		2:00:30 a. m.	19		0	125	68	298	1071	651	0	0	11	456	121	0	0	0
966		2:30:30 a. m.	19.5		0	0	54	114	32	1531	0	0	225	1481	397	0	0	0
967		3:00:30 a. m.	20		0	131	0	62	1710	2184	0	0	507	68	207	0	0	0
968		3:30:30 a. m.	20.5		0	318	192	1140	1266	214	0	0	2556	257	200	0	0	0
969		4:00:30 a. m.	21		0	179	9	57	71	454	0	0	250	1892	0	0	0	0
970		4:30:30 a. m.	21.5		0	55	0	19	913	1287	0	0	209	984	76	0	0	0
971		5:00:30 a. m.	22		0	632	0	586	526	1524	0	0	172	222	96	0	0	0
972		5:30:30 a. m.	22.5		0	101	289	86	1437	337	0	0	1458	1341	184	0	0	0
973		6:00:30 a. m.	23		0	29	0	10	26	728	0	0	199	394	175	0	0	0
974		6:30:30 a. m.	23.5		0	47	0	47	86	266	0	0	455	1688	0	0	0	0
975		7:00:30 a. m.	0		0	19	0	189	24	66	0	0	700	117	0	0	0	0
976		7:30:30 a. m.	0.5		0	28	9	106	71	119	0	0	85	163	0	0	0	0
977		8:00:30 a. m.	1		0	149	73	9	228	738	0	0	72	167	0	0	0	0
978		8:30:30 a. m.	1.5		0	808	9	37	11	349	0	0	21	302	0	0	0	0
979		9:00:30 a. m.	2		0	121	85	10	34	175	0	0	88	551	0	0	0	0
980		9:30:30 a. m.	2.5		0	20	0	604	0	290	0	0	83	1247	0	0	0	0
981		10:00:30 a. m.	3		0	411	9	57	863	1293	0	0	2357	2026	0	0	0	0
982		10:30:30 a. m.	3.5		0	44	0	38	655	1194	0	0	8	229	0	0	0	0
983		11:00:30 a. m.	4		0	799	170	297	499	697	0	0	950	504	117	0	31	16
984		11:30:30 a. m.	4.5		0	9	0	36	24	386	0	0	103	0	0	0	0	0
985		12:00:30 p. m.	5		0	39	10	76	11	216	0	0	225	0	0	0	0	0
986		12:30:30 p. m.	5.5		0	10	0	132	31	179	0	0	64	668	0	0	0	0
987		1:00:30 p. m.	6		0	67	158	45	54	437	0	0	107	0	0	0	0	0
988		1:30:30 p. m.	6.5		0	10	10	10	85	297	0	0	203	0	0	0	0	0
989		2:00:30 p. m.	7		0	1092	0	19	512	148	0	0	1242	0	34	0	0	0
990		2:30:30 p. m.	7.5		0	63	0	92	33	1041	0	0	186	0	0	0	0	0
991		3:00:30 p. m.	8		0	36	329	47	63	485	0	0	0	0	0	0	0	0
992		3:30:30 p. m.	8.5		0	228	0	257	44	185	0	0	94	0	0	0	0	0
993		4:00:30 p. m.	9		0	29	9	289	50	222	0	0	192	802	0	0	0	0
994		4:30:30 p. m.	9.5		0	139	0	175	150	263	0	0	87	201	0	0	0	0
995		5:00:30 p. m.	10		0	19	84	66	33	1185	0	0	382	184	0	0	0	0
996		5:30:30 p. m.	10.5		0	131	0	19	48	260	0	0	218	249	0	0	0	0
997		6:00:30 p. m.	11		0	0	0	58	44	191	0	0	50	0	0	0	0	0
998		6:30:30 p. m.	11.5		0	281	46	461	23	170	0	0	68	853	0	0	0	0
999		7:00:30 p. m.	12		0	562	0	627	303	689	0	0	1098	2625	0	0	0	0
1000		7:30:30 p. m.	12.5		0	593	9	209	51	515	0	0	77	2294	29	0	0	0
1001		8:00:30 p. m.	13		0	240	157	104	419	1493	0	0	1400	235	0	0	0	0
1002		8:30:30 p. m.	13.5		0	485	45	656	755	2414	0	0	1573	84	0	0	0	0
1003		9:00:30 p. m.	14		0	255	46	491	419	85	0	0	94	1808	24	0	0	0
1004		9:30:30 p. m.	14.5		0	1276	83	1077	68	31	0	0	523	1530	0	0	0	0
1005		10:00:30 p. m.	15		0	924	267	122	342	490	0	0	811	1233	0	0	0	0
1006		10:30:30 p. m.	15.5		0	1560	10	525	1284	714	0	0	128	819	8	0	0	0
1007		11:00:30 p. m.	16		0	1616	37	919	895	361	0	0	1489	2112	0	0	0	0
1008		11:30:30 p. m.	16.5		0	197	193	56	458	722	0	0	3480	1289	0	0	0	0
1009	11-feb-23	12:00:30 a. m.	17		0	1049	85	233	1439	230	0	0	1185	1134	33	0	0	0
1010		12:30:30 a. m.	17.5		0	66	462	641	1053	92	0	0	103	1605	80	0	0	0
1011		1:00:30 a. m.	18		0	56	441	678	253	446	0	0	119	1037	0	0	0	0
1012		1:30:30 a. m.	18.5		0	333	9	240	176	1055	0	0	1135	2248	85	0	0	0
1013		2:00:30 a. m.	19		0	47	37	67	606	624	0	0	695	1492	0	0	0	0
1014		2:30:30 a. m.	19.5		0	227	18	534	1594	56	0	0	0	479	0	0	0	0
1015		3:00:30 a. m.	20		0	1301	0	589	995	283	0	0	130	142	251	0	0	0
1016		3:30:30 a. m.	20.5		0	950	9	126	79	45	0	0	782	1629	46	0	0	0
1017		4:00:30 a. m.	21		0	188	481	637	430	472	0	0	3514	3734	0	0	0	0
1018		4:30:30 a. m.	21.5		0	56	157	795	241	1348	0	0	1062	953	38	0	0	0
1019		5:00:30 a. m.	22		0	28	9	643	1500	415	0	0	181	323	28	0	0	0
1020		5:30:30 a. m.	22.5		0	390	324	343	99	20	0	0	522	2405	46	0	0	0
1021		6:00:30 a. m.	23		0	225	19	528	915	161	0	0	1635	1414	28	0	0	0
1022		6:30:30 a. m.	23.5		0	845	28	104	40	10	0	0	180	1544	0	0	0	0
1023		7:00:30 a. m.	0		0	66	266	119	320	704	0	0	388	1505	0	0	0	0
1024		7:30:30 a. m.	0.5		0	39	9	379	111	35	0	0	235	198	0	0	0	0
1025		8:00:30 a. m.	1		0	28	285	57	883	0	0	0	93	189	52	0	0	0
1026		8:30:30 a. m.	1.5		0	552	19	149	11	99	0	0	152	217	53	0	0	0
1027		9:00:30 a. m.	2		0	9	9	168	0	350	0	0	478	370	0	0	0	0
1028		9:30:30 a. m.	2.5		0	167	349	813	38	48	0	0	3838	3241	0	0	0	0
1029		10:00:30 a. m.	3		0	55	10	48	53	438	0	0	889	415	0	0	0	0
1030		10:30:30 a. m.	3.5		0	407	0	692	1477	520	0	0	205	199	25	0	0	0
1031		11:00:30 a. m.	4		0	675	0	104	204	433	0	0	1114	1044	0	0	0	0
1032		11:30:30 a. m.	4.5		0	86	9	151	159	34	0	0	158	1312	0	0	0	0
1033		12:00:30 p. m.	5		0	255	10	148	79	74	0	0	154	281	0	0	0	0
1034		12:30:30 p. m.	5.5		0	351	452	1064	115	207	0	0	356	714	108	0	0	0
1035		1:00:30 p. m.	6		0	341	92	178	48	69	0	0	40	2250	0	0	0	0
1036		1:30:30 p. m.	6.5		0	274	19	180	89	48	0	0	113	223	0	0	0	0
1037		2:00:30 p. m.	7		0	215	10	142	0	67	0	0	435	210	14	0	0	0
1038		2:30:30 p. m.	7.5		0	267	149	138	67	177	0	0	35	152	0	0	0	0
1039		3:00:30 p. m.	8		0	487	19	304	43	75	0	0	93	1547	0	0	0	0
1040		3:30:30 p. m.	8.5		0	93	36	256	22	515	0	0	1393	212	0	0	0	0
1041		4:00:30 p. m.	9		0	592	18	211	109	463	0	0	2076	107	63	0	0	0
1042		4:30:30 p. m.	9.5		0	561	0	647	60	31	0	0	89	144	0	0	0	0
1043		5:00:30 p. m.	10		0	299	9	37	123	40	0	0	124	285	0	0	0	0
1044		5:30:30 p. m.	10.5		0	348	19	30	417	11	0	0	71	1236	0	0	0	0
1045		6:00:30 p. m.	11		0	434	0	47	74	52	0	0	78	1262	0	0	0	0
1046		6:30:30 p. m.	11.5		0	1178	0	640	63	61	0	0	109	112	0	0	0	0
1047		7:00:30 p. m.	12		0	441	341	347	91	485	0	0	222	425	0	0	0	0
1048		7:30:30 p. m.	12.5		0	1645	253	427	948	593	0	0	198	1057	49	0	0	0
1049		8:00:30 p. m.	13		0	486	193	1181	85	49	0	0	1060	2387	0	0	0	0
1050		8:30:30 p. m.	13.5		0	1648	28	271	28	49	0	0	1570	2641	56	0	0	0
1051		9:00:30 p. m.	14		0	1796	18	914	205	203	0	0	120	136	0	0	0	0
1052		9:30:30 p. m.	14.5		0	1597	265	1114	1911	116	0	0	116	193	30	0	0	0
1053		10:00:30 p. m.	15		0	2256	10	462	587	654	0	0	677	928	104	0	0	0
1054		10:30:30 p. m.	15.5		0	571	418	1226	2234	1442	0	0	286	2728	0	0	0	0
1055		11:00:30 p. m.	16		0	1657	307	350	1577	1112	0	0	2020	1559	179	0	0	0
1056		11:30:30 p. m.	16.5		0	1859	741	1076	507	56	0	0	3898	461	0	0	0	0
1057	12-feb-23	12:00:30 a. m.	17		0	1134	18	86	148	284	0	0	521	3832	28	0	0	0
1058		12:30:30 a. m.	17.5		0	380	9	328	1255	2320	0	0	91	1902	0	0	0	0
1059		1:00:30 a. m.	18		0	699	751	849	747	1457	0	0	210	230	22	0	0	0
1060		1:30:30 a. m.	18.5		0	812	759	1301	479	50	0	0	127	402	10	0	0	0
1061		2:00:30 a. m.	19		0	1513	20	127	714	102	0	0	206	2722	46	0	0	0
1062		2:30:30 a. m.	19.5		0	2549	0	257	857	303	0	0	367	2479	0	0	0	0
1063		3:00:30 a. m.	20		0	2492	0	198	2237	1007	0	0	550	640	365	0	0	0
1064		3:30:30 a. m.	20.5		0	393	205	518	196	2281	0	0	3300	2423	325	0	0	0
1065		4:00:30 a. m.	21		0	233	397	983	1840	224	0	0	2003	239	0	0	0	0
1066		4:30:30 a. m.	21.5		0	837	629	858	176	368	0	0	252	390	0	0	0	0
1067		5:00:30 a. m.	22		0	2178	302	268	1689	109	0	0	460	2910	113	0	0	0
1068		5:30:30 a. m.	22.5		0	2105	27	653	879	394	0	0	1703	2974	145	0	0	0
1069		6:00:30 a. m.	23		0	952	28	597	523	327	0	0	253	1086	0	0	0	0
1070		6:30:30 a. m.	23.5		0	1087	433	1040	349	201	0	0	376	2618	87	0	0	0
1071		7:00:30 a. m.	0		0	326	342	176	195	822	0	0	167	677	62	0	0	0
1072		7:30:30 a. m.	0.5		0	249	0	57	92	49	0	0	309	297	0	0	0	0
1073		8:00:30 a. m.	1		0	947	0	141	1023	344	0	0	2429	464	0	0	0	0
1074		8:30:30 a. m.	1.5		0	1392	9	165	84	104	0	0	925	439	0	0	0	0
1075		9:00:30 a. m.	2		0	362	19	251	286	68	0	0	158	1891	295	0	0	0
1076		9:30:30 a. m.	2.5		0	363	9	77	58	1168	0	0	197	1980	6	0	0	0
1077		10:00:30 a. m.	3		0	570	981	643	1133	2856	0	0	189	70	0	0	0	0
1078		10:30:30 a. m.	3.5		0	548	17	238	31	70	0	0	1246	280	0	0	0	0
1079		11:00:30 a. m.	4		0	250	10	121	336	73	0	0	3363	378	0	0	0	0
1080		11:30:30 a. m.	4.5		0	440	18	56	12	50	0	0	99	2889	0	0	0	0
1081		12:00:30 p. m.	5		0	299	37	114	186	0	0	0	90	1236	64	0	0	0
1082		12:30:30 p. m.	5.5		0	622	118	148	70	463	0	0	75	84	0	0	0	0
1083		1:00:30 p. m.	6		0	507	19	159	50	54	0	0	185	237	0	0	0	0
1084		1:30:30 p. m.	6.5		0	362	19	617	10	42	0	0	147	475	0	0	0	0
1085		2:00:30 p. m.	7		0	670	0	26	68	371	0	0	443	823	0	0	0	0
1086		2:30:30 p. m.	7.5		0	235	149	55	640	1828	0	0	117	161	15	0	0	0
1087		3:00:30 p. m.	8		0	687	102	66	54	536	0	0	84	183	0	0	0	0
1088		3:30:30 p. m.	8.5		0	184	10	19	43	240	0	0	110	316	0	0	0	0
1089		4:00:30 p. m.	9		0	195	0	65	101	560	0	0	247	492	0	0	0	0
1090		4:30:30 p. m.	9.5		0	318	9	75	96	267	0	0	80	1806	30	0	0	0
1091		5:00:30 p. m.	10		0	194	18	155	33	615	0	0	0	266	0	0	0	0
1092		5:30:30 p. m.	10.5		0	932	9	235	138	370	0	0	206	840	0	0	0	0
1093		6:00:30 p. m.	11		0	492	0	9	804	334	0	0	2758	683	0	0	0	0
1094		6:30:30 p. m.	11.5		0	284	425	113	40	1389	0	0	2521	386	0	0	0	0
1095		7:00:30 p. m.	12		0	593	36	150	184	505	0	0	2765	737	0	0	0	0
1096		7:30:30 p. m.	12.5		0	2342	238	449	797	528	0	0	103	3300	92	0	0	0
1097		8:00:30 p. m.	13		0	248	9	863	393	920	0	0	98	2071	29	0	0	0
1098		8:30:30 p. m.	13.5		0	170	18	290	560	2802	0	0	34	317	85	0	0	0
1099		9:00:30 p. m.	14		0	234	196	431	251	2332	0	0	361	1600	67	0	0	0
1100		9:30:30 p. m.	14.5		0	644	178	1097	1013	1900	0	0	381	912	65	0	0	0
1101		10:00:30 p. m.	15		0	1594	453	727	934	1298	0	0	348	1816	9	0	0	0
1102		10:30:30 p. m.	15.5		0	900	19	249	2078	2101	0	0	1902	3444	394	0	0	0
1103		11:00:30 p. m.	16		0	687	9	579	2234	2635	0	0	1247	4408	44	0	0	0
1104		11:30:30 p. m.	16.5		0	2701	632	532	1324	3157	0	0	1739	3143	0	0	0	0
1105	13-feb-23	12:00:30 a. m.	17		0	83	258	448	931	417	0	0	3601	621	37	0	0	0
1106		12:30:30 a. m.	17.5		0	286	239	1581	324	1422	0	0	813	1709	33	0	0	0
1107		1:00:30 a. m.	18		0	549	0	377	2862	1592	0	0	86	1078	76	0	0	0
1108		1:30:30 a. m.	18.5		0	664	0	197	243	2909	0	0	124	333	0	0	0	0
1109		2:00:30 a. m.	19		0	1494	148	141	186	933	0	0	171	916	78	0	0	0
1110		2:30:30 a. m.	19.5		0	1597	442	507	2386	1854	0	0	470	2437	0	0	0	0
1111		3:00:30 a. m.	20		0	372	488	599	1316	3132	0	0	543	2664	668	0	0	0
1112		3:30:30 a. m.	20.5		0	258	177	1252	78	1820	0	0	134	1753	30	0	0	0
1113		4:00:30 a. m.	21		0	1209	18	121	1834	367	0	0	4377	57	0	0	0	0
1114		4:30:30 a. m.	21.5		0	1499	535	276	798	877	0	0	3214	184	228	0	0	0
1115		5:00:30 a. m.	22		0	1055	497	524	607	1565	0	0	663	96	0	0	0	0
1116		5:30:30 a. m.	22.5		0	392	182	719	689	3217	0	0	101	1146	0	0	0	0
1117		6:00:30 a. m.	23		0	1966	285	134	947	1768	0	0	2202	1575	63	0	0	0
1118		6:30:30 a. m.	23.5		0	303	0	216	123	914	0	0	129	1273	0	0	0	0
1119		7:00:30 a. m.	0		0	366	234	829	326	582	0	0	128	430	68	0	0	0
1120		7:30:30 a. m.	0.5		0	584	28	66	204	485	0	0	1119	461	0	0	0	0
1121		8:00:30 a. m.	1		0	634	10	28	622	521	0	0	118	353	114	0	0	0
1122		8:30:30 a. m.	1.5		0	656	588	75	46	483	0	0	247	1098	0	0	0	0
1123		9:00:30 a. m.	2		0	1778	27	294	255	501	0	0	62	356	0	0	0	0
1124		9:30:30 a. m.	2.5		0	212	222	475	621	2359	0	0	2655	2066	8	0	0	0
1125		10:00:30 a. m.	3		0	211	0	85	127	1098	0	0	2703	2773	0	0	0	0
1126		10:30:30 a. m.	3.5		0	1167	283	0	234	427	0	0	2187	428	0	0	0	0
1127		11:00:30 a. m.	4		0	582	37	181	43	339	0	0	311	232	0	0	0	0
1128		11:30:30 a. m.	4.5		0	496	0	159	79	747	0	0	207	2168	200	0	0	0
1129		12:00:30 p. m.	5		0	386	9	638	20	479	0	0	130	192	36	0	0	0
1130		12:30:30 p. m.	5.5		0	532	28	47	114	1054	0	0	98	284	0	0	0	0
1131		1:00:30 p. m.	6		0	466	19	37	59	338	0	0	697	189	0	0	0	0
1132		1:30:30 p. m.	6.5		0	118	9	36	71	402	0	0	677	228	0	0	0	0
1133		2:00:30 p. m.	7		0	312	8	132	312	548	0	0	203	381	0	0	0	0
1134		2:30:30 p. m.	7.5		0	272	20	159	362	1633	0	0	127	520	61	0	0	0
1135		3:00:30 p. m.	8		0	307	0	93	35	336	0	0	543	828	0	0	0	0
1136		3:30:30 p. m.	8.5		0	1037	819	422	1395	245	0	0	2453	2784	144	0	0	0
1137		4:00:30 p. m.	9		0	416	0	363	96	0	0	0	128	283	0	0	0	0
1138		4:30:30 p. m.	9.5		0	305	0	94	22	0	0	0	158	325	0	0	0	0
1139		5:00:30 p. m.	10		0	619	0	28	21	0	0	0	157	255	0	0	0	0
1140		5:30:30 p. m.	10.5		0	448	93	86	90	418	0	0	95	543	0	0	0	0
1141		6:00:30 p. m.	11		0	749	18	10	825	467	0	0	149	276	0	0	0	0
1142		6:30:30 p. m.	11.5		0	314	0	77	116	395	0	0	215	961	20	0	0	0
1143		7:00:30 p. m.	12		0	1307	72	928	686	1770	0	0	373	192	84	0	0	0
1144		7:30:30 p. m.	12.5		0	282	9	361	476	840	0	0	118	478	0	0	0	0
1145		8:00:30 p. m.	13		0	331	993	367	854	538	0	0	787	2329	0	0	0	0
1146		8:30:30 p. m.	13.5		0	1175	111	663	211	1070	0	0	546	228	19	0	0	0
1147		9:00:30 p. m.	14		0	1375	278	1252	1538	2490	0	0	1540	0	46	0	0	0
1148		9:30:30 p. m.	14.5		0	1363	718	959	248	1457	0	0	1928	2314	73	0	0	0
1149		10:00:30 p. m.	15		0	644	0	653	1192	613	0	0	403	2583	33	0	0	0
1150		10:30:30 p. m.	15.5		0	2058	19	718	2803	2426	0	0	196	637	132	0	0	0
1151		11:00:30 p. m.	16		0	2951	55	742	1962	2142	0	0	753	2023	11	0	0	0
1152		11:30:30 p. m.	16.5		0	709	112	609	1150	1427	0	0	3570	1501	39	0	0	0
1153	14-feb-23	12:00:30 a. m.	17		0	301	278	810	1084	1771	0	0	4317	323	0	0	0	0
1154		12:30:30 a. m.	17.5		0	752	432	448	960	1364	0	0	2066	1539	0	0	0	0
1155		1:00:30 a. m.	18		0	2326	65	1075	1156	1700	0	0	165	2822	209	0	0	0
1156		1:30:30 a. m.	18.5		0	957	276	1425	2336	956	0	0	769	3829	304	0	0	0
1157		2:00:30 a. m.	19		0	376	75	1217	100	1323	0	0	755	308	0	0	0	0
1158		2:30:30 a. m.	19.5		0	476	691	156	625	2992	0	0	3036	462	64	0	0	0
1159		3:00:30 a. m.	20		0	1489	1608	260	856	949	0	0	1428	9	0	0	0	0
1160		3:30:30 a. m.	20.5		0	1620	190	528	3131	1245	0	0	450	269	0	0	0	0
1161		4:00:30 a. m.	21		0	3218	10	797	68	565	0	0	1391	3490	27	0	0	0
1162		4:30:30 a. m.	21.5		0	1935	429	1233	510	1307	0	0	4041	3533	0	0	0	0
1163		5:00:30 a. m.	22		0	232	38	1742	2332	3193	0	0	2832	432	242	0	0	0
1164		5:30:30 a. m.	22.5		0	2058	638	166	242	2607	0	0	209	1870	0	0	0	0
1165		6:00:30 a. m.	23		0	829	554	336	1106	1036	0	0	1607	1340	13	0	0	0
1166		6:30:30 a. m.	23.5		0	844	221	226	101	475	0	0	223	294	0	0	0	0
1167		7:00:30 a. m.	0		0	515	101	188	246	638	0	0	78	503	20	0	0	0
1168		7:30:30 a. m.	0.5		0	476	0	132	27	753	0	0	561	303	22	0	0	0
1169		8:00:30 a. m.	1		0	553	55	140	343	551	0	0	102	533	0	0	0	0
1170		8:30:30 a. m.	1.5		0	842	202	113	269	1005	0	0	317	299	0	0	0	0
1171		9:00:30 a. m.	2		0	168	0	826	214	3235	0	0	341	637	8	0	0	0
1172		9:30:30 a. m.	2.5		0	2212	313	255	96	573	0	0	130	1909	0	0	0	0
1173		10:00:30 a. m.	3		0	682	0	38	52	864	0	0	717	3507	25	0	0	0
1174		10:30:30 a. m.	3.5		0	603	0	279	60	1022	0	0	4151	449	56	0	0	0
1175		11:00:30 a. m.	4		0	340	157	105	108	478	0	0	446	362	0	0	0	0
1176		11:30:30 a. m.	4.5		0	1877	127	878	427	1628	0	0	205	1614	0	0	0	0
1177		12:00:30 p. m.	5		0	47	333	579	422	475	0	0	73	352	0	0	0	0
1178		12:30:30 p. m.	5.5		0	214	26	813	1206	671	0	0	458	1906	0	0	11	0
1179		1:00:30 p. m.	6		0	47	178	48	604	255	0	0	4436	2742	157	0	0	0
1180		1:30:30 p. m.	6.5		0	85	0	121	12	1	0	0	232	959	0	0	0	0
1181		2:00:30 p. m.	7		0	84	9	37	21	10	0	0	47	248	0	0	0	0
1182		2:30:30 p. m.	7.5		0	84	9	82	12	2	0	0	129	1352	0	0	0	0
1183		3:00:30 p. m.	8		0	29	587	151	11	494	0	0	0	155	0	0	0	0
1184		3:30:30 p. m.	8.5		0	709	18	699	10	0	0	0	110	220	0	0	0	0
1185		4:00:30 p. m.	9		0	782	0	38	58	0	0	0	1140	274	0	0	0	0
1186		4:30:30 p. m.	9.5		0	224	0	123	11	11	0	0	113	1050	42	0	0	0
1187		5:00:30 p. m.	10		0	213	0	66	0	132	0	0	261	778	0	0	0	0
1188		5:30:30 p. m.	10.5		0	159	46	289	23	0	0	0	126	0	0	0	0	0
1189		6:00:30 p. m.	11		0	373	0	151	32	0	0	0	89	47	0	0	0	0
1190		6:30:30 p. m.	11.5		0	724	157	161	628	0	0	0	2509	393	0	0	0	0
