Muestreo	Fecha	Hora	ZT	Notas		1	2	3	4	5			6	7	8	9	10	11
1486		10:30:30 p. m.	15.5		0	2042	546	1175	2858	2961	0	0	1747	2117	1906	0	0	0
1487		11:00:30 p. m.	16		0	2219	360	1097	1769	2095	0	0	3549	1089	580	0	0	0
1488		11:30:30 p. m.	16.5		0	1453	54	1479	2102	1359	0	0	2183	1978	13	0	0	0
1489	21-feb-23	12:00:30 a. m.	17		0	1433	1156	1863	2290	2548	0	0	3027	1714	870	0	0	0
1490		12:30:30 a. m.	17.5		0	1941	488	1237	1238	1967	0	0	1966	1792	1580	0	0	0
1491		1:00:30 a. m.	18		0	1408	9	1675	351	1248	0	0	1138	656	388	0	0	0
1492		1:30:30 a. m.	18.5		0	1107	121	2312	3109	1098	0	0	2154	1868	92	0	0	0
1493		2:00:30 a. m.	19		0	2451	557	1309	569	3311	0	0	986	2110	13	0	0	0
1494		2:30:30 a. m.	19.5		0	2737	1016	1720	2883	2010	0	0	895	2499	783	0	0	0
1495		3:00:30 a. m.	20		0	2842	1162	1450	2324	395	0	0	2792	1997	668	0	0	0
1496		3:30:30 a. m.	20.5		0	239	36	1522	291	1973	0	0	511	323	0	0	0	0
1497		4:00:30 a. m.	21		0	391	222	2369	521	2371	0	0	1661	651	371	0	0	0
1498		4:30:30 a. m.	21.5		0	2428	55	2373	3006	1077	0	0	1951	1245	22	0	0	0
1499		5:00:30 a. m.	22		0	1779	609	990	268	2330	0	0	2630	1272	6	0	0	0
1500		5:30:30 a. m.	22.5		0	1842	46	2278	1681	2198	0	0	1502	1088	235	0	0	0
1501		6:00:30 a. m.	23		0	2963	9	464	303	1559	0	0	2980	1538	838	0	0	0
1502		6:30:30 a. m.	23.5		0	326	878	319	1236	471	0	0	511	508	254	0	0	0
1503		7:00:30 a. m.	0		0	616	44	1291	10	356	0	0	229	817	0	0	0	0
1504		7:30:30 a. m.	0.5		0	317	432	121	0	467	0	0	157	72	0	0	0	0
1505		8:00:30 a. m.	1		0	420	0	232	134	708	0	0	407	139	7	0	0	0
1506		8:30:30 a. m.	1.5		0	235	0	217	0	307	0	0	354	59	1132	0	0	0
1507		9:00:30 a. m.	2		0	1044	102	832	920	182	0	0	1269	2281	443	0	0	0
1508		9:30:30 a. m.	2.5		0	1764	287	974	2446	561	0	0	1626	2781	0	0	0	0
1509		10:00:30 a. m.	3	Rocio 	0	147	176	266	211	23	0	0	1463	2164	990	293	936	795
1510		10:30:30 a. m.	3.5		948	513	28	595	1013	468	615	7	1899	1008	1236	409	3918	2413
1511		11:00:30 a. m.	4		944	122	0	69	114	146	681	0	0	0	0	0	185	4757
1512		11:30:30 a. m.	4.5		328	18	0	227	59	2	8	0	494	253	950	1657	2486	4200
1513		12:00:30 p. m.	5		19	519	0	225	114	15	0	0	4375	3203	2567	1912	256	2716
1514		12:30:30 p. m.	5.5		10	201	0	243	151	32	0	0	594	2114	620	825	3371	3916
1515		1:00:30 p. m.	6		10	19	0	0	23	24	564	0	30	86	19	258	633	243
1516		1:30:30 p. m.	6.5		331	338	0	1405	67	0	0	0	57	167	0	151	171	332
1517		2:00:30 p. m.	7		449	30	9	169	80	0	18	0	11	180	0	355	160	673
1518		2:30:30 p. m.	7.5		93	9	29	68	105	0	0	0	106	120	0	213	126	1690
1519		3:00:30 p. m.	8		0	28	0	150	522	157	8	0	53	166	0	136	133	172
1520		3:30:30 p. m.	8.5		56	444	0	93	43	205	0	0	0	25	22	304	548	13
1521		4:00:30 p. m.	9		227	18	176	65	0	0	90	0	687	418	0	202	327	225
1522		4:30:30 p. m.	9.5		28	20	0	186	36	31	61	0	11	390	0	259	157	133
1523		5:00:30 p. m.	10		0	19	0	87	71	0	7	0	105	949	7	889	305	49
1524		5:30:30 p. m.	10.5		769	170	129	302	103	53	7	0	109	104	35	775	937	26
1525		6:00:30 p. m.	11		37	68	10	170	67	0	0	0	243	537	14	286	58	778
1526		6:30:30 p. m.	11.5		182	20	57	47	301	10	81	0	85	1304	117	97	332	249
1527		7:00:30 p. m.	12		419	610	75	841	281	797	578	0	2813	225	420	753	1038	3789
1528		7:30:30 p. m.	12.5		667	36	19	435	665	31	71	0	310	384	235	386	1280	1695
1529		8:00:30 p. m.	13		2188	206	1136	1925	3078	1207	830	0	288	1846	322	915	1260	1095
1530		8:30:30 p. m.	13.5		1340	76	551	828	178	2163	808	0	634	2410	458	476	799	2240
1531		9:00:30 p. m.	14		1699	2085	1098	1972	1925	642	282	0	1210	506	592	600	915	2251
1532		9:30:30 p. m.	14.5		1737	646	156	1010	357	196	170	0	2261	1727	575	1541	1216	1339
1533		10:00:30 p. m.	15		739	1306	607	1041	2061	165	231	0	1676	3070	764	1058	1254	879
1534		10:30:30 p. m.	15.5		1065	2694	1255	1327	4957	1103	344	0	2743	829	514	1417	1887	3239
1535		11:00:30 p. m.	16		2832	2575	204	1230	1831	1676	906	0	4285	1259	1135	1151	1651	1792
1536		11:30:30 p. m.	16.5		2351	1906	94	1291	2514	340	966	0	4283	1729	847	487	1768	1935
1537	22-feb-23	12:00:30 a. m.	17		1423	438	9	1258	901	1035	359	0	1410	2062	280	550	877	508
1538		12:30:30 a. m.	17.5		1502	870	528	721	1950	1899	606	0	1149	1537	1661	294	1605	1612
1539		1:00:30 a. m.	18		523	1773	242	1652	775	3032	594	0	1657	1097	1227	677	2252	2397
1540		1:30:30 a. m.	18.5		223	1240	901	1428	3003	721	42	0	912	1655	1079	1023	2400	2288
1541		2:00:30 a. m.	19		1352	2244	1088	1740	364	1828	1339	0	843	1982	1315	350	1707	633
1542		2:30:30 a. m.	19.5		1808	1669	9	1605	4170	2945	773	0	725	969	221	875	2129	1696
1543		3:00:30 a. m.	20		1354	1097	81	1537	1867	1087	42	0	1987	2055	565	1741	1933	1364
1544		3:30:30 a. m.	20.5		1519	1980	877	1464	1051	332	806	0	1990	1657	806	1186	1840	1799
1545		4:00:30 a. m.	21		3110	2278	294	880	4117	1251	992	0	2499	2308	1405	1507	1684	3032
1546		4:30:30 a. m.	21.5		2733	1909	0	1945	50	3586	1068	0	2462	1651	910	295	1386	1352
1547		5:00:30 a. m.	22		684	1384	1011	2415	1298	3140	1904	0	1534	1981	542	543	1200	2056
1548		5:30:30 a. m.	22.5		1326	2184	456	1412	1097	523	2053	0	3901	3251	345	1080	2371	1896
1549		6:00:30 a. m.	23		1691	3092	0	1351	163	611	235	0	3019	473	627	1419	2382	2124
1550		6:30:30 a. m.	23.5		1617	543	720	455	1201	1915	8	0	1545	1375	744	430	544	908
1551		7:00:30 a. m.	0		1854	551	0	584	91	960	108	0	2210	1576	15	737	2162	247
1552		7:30:30 a. m.	0.5		18	372	0	174	22	221	21	0	64	248	20	131	286	206
1553		8:00:30 a. m.	1		28	431	241	259	33	665	9	0	132	161	87	135	293	32
1554		8:30:30 a. m.	1.5		159	440	10	341	504	369	105	0	80	236	118	944	895	565
1555		9:00:30 a. m.	2		10	450	0	251	21	381	0	0	233	353	0	226	167	3397
1556		9:30:30 a. m.	2.5		0	658	0	1132	0	985	24	0	145	2622	78	317	336	410
1557		10:00:30 a. m.	3		1673	1183	10	340	207	727	0	0	392	344	7	714	1383	671
1558		10:30:30 a. m.	3.5		9	2639	0	175	466	2605	377	0	196	666	0	983	1108	471
1559		11:00:30 a. m.	4		0	615	0	356	47	1	0	0	150	1588	1044	882	246	403
1560		11:30:30 a. m.	4.5		9	236	0	121	0	10	0	0	1433	256	0	224	193	441
1561		12:00:30 p. m.	5		94	374	0	928	44	0	8	0	1091	344	0	456	481	597
1562		12:30:30 p. m.	5.5		349	155	10	220	13	11	173	0	161	366	14	205	494	557
1563		1:00:30 p. m.	6		603	406	0	48	54	0	611	0	176	462	6	306	477	3585
1564		1:30:30 p. m.	6.5		1385	1042	0	356	96	369	230	7	189	189	6	264	95	566
1565		2:00:30 p. m.	7		1519	381	193	28	0	829	0	0	545	669	0	364	762	544
1566		2:30:30 p. m.	7.5		872	1622	85	317	44	929	0	0	169	276	0	313	139	226
1567		3:00:30 p. m.	8		234	1080	177	1421	1611	645	0	0	1179	603	34	827	532	313
1568		3:30:30 p. m.	8.5		991	1428	0	103	661	388	1216	926	587	1268	0	185	444	367
1569		4:00:30 p. m.	9		46	305	0	0	131	2	129	0	549	1460	327	565	2595	1895
1570		4:30:30 p. m.	9.5		0	207	19	0	0	0	0	0	563	1307	680	615	1313	726
1571		5:00:30 p. m.	10		18	103	0	9	162	0	0	0	16	299	134	241	263	201
1572		5:30:30 p. m.	10.5		10	380	0	0	22	0	0	181	0	202	7	462	472	237
1573		6:00:30 p. m.	11		20	318	0	66	0	284	0	264	31	455	8	156	98	335
1574		6:30:30 p. m.	11.5		301	182	250	0	125	15	0	716	250	258	253	147	786	1827
1575		7:00:30 p. m.	12		983	989	112	545	828	477	427	0	1870	1694	613	559	1066	349
1576		7:30:30 p. m.	12.5		10	552	279	237	81	10	177	0	628	584	340	425	396	1598
1577		8:00:30 p. m.	13		364	1927	84	1264	1663	319	1910	558	452	591	237	1156	1257	1402
1578		8:30:30 p. m.	13.5		3387	2230	707	627	1938	1077	1302	211	1717	730	601	1725	1503	1773
1579		9:00:30 p. m.	14		528	911	650	715	1012	855	1136	521	2979	0	196	554	658	2441
1580		9:30:30 p. m.	14.5		519	1357	195	934	1020	503	1870	380	1862	1460	223	1397	1449	1408
1581		10:00:30 p. m.	15		891	2254	232	2035	141	599	483	212	2332	1111	572	899	1208	1315
1582		10:30:30 p. m.	15.5		853	2106	905	1771	288	1499	900	356	4115	1455	813	1107	3303	3334
1583		11:00:30 p. m.	16		1163	2010	1210	1320	953	655	2211	40	3913	813	647	868	2147	458
1584		11:30:30 p. m.	16.5		28	1763	197	1249	1551	1829	966	752	2748	576	384	1243	1532	1373
1585	23-feb-23	12:00:30 a. m.	17		278	1957	606	1556	1589	2358	1373	1438	1938	253	690	268	2085	1708
1586		12:30:30 a. m.	17.5		252	2423	0	1035	1108	2618	1003	440	1893	1101	817	484	1908	1188
1587		1:00:30 a. m.	18		1395	878	323	1652	1351	476	1387	917	2866	821	906	791	3602	1950
1588		1:30:30 a. m.	18.5		1857	881	1881	729	711	1032	339	879	1964	930	832	442	1814	1178
1589		2:00:30 a. m.	19		1906	1439	580	1894	1808	1952	551	370	579	849	1019	625	1639	3066
1590		2:30:30 a. m.	19.5		437	3102	37	1693	1098	2561	514	79	2713	1235	638	853	1391	2221
1591		3:00:30 a. m.	20		93	980	118	1513	394	1214	1235	269	1200	2601	12	761	2657	734
1592		3:30:30 a. m.	20.5		315	1384	289	1311	1466	516	1413	16	3098	2350	837	365	3033	1761
1593		4:00:30 a. m.	21		255	2949	171	1934	4023	1049	167	561	1352	1265	1075	1145	1549	908
1594		4:30:30 a. m.	21.5		1468	3477	556	1579	104	2920	814	885	2284	3033	995	416	1131	2017
1595		5:00:30 a. m.	22		599	571	696	1289	1214	1757	855	614	2250	1493	36	572	3004	1802
1596		5:30:30 a. m.	22.5		231	2597	0	1581	230	474	1358	366	3715	2812	1005	859	2963	1863
1597		6:00:30 a. m.	23		925	3377	980	354	745	1275	599	0	2990	2343	1456	528	2063	1356
1598		6:30:30 a. m.	23.5		39	600	410	1052	105	920	220	930	2665	858	1097	210	1098	1729
1599		7:00:30 a. m.	0		139	484	0	368	131	1041	367	367	4112	3144	101	284	331	1572
1600		7:30:30 a. m.	0.5		85	358	0	204	33	629	28	0	102	231	16	53	147	9
1601		8:00:30 a. m.	1		869	1191	120	1008	382	1091	560	166	168	266	60	150	783	44
1602		8:30:30 a. m.	1.5		207	896	210	1878	318	815	1338	233	43	332	0	325	257	790
1603		9:00:30 a. m.	2		0	224	177	898	1051	1072	709	320	0	377	0	286	168	363
1604		9:30:30 a. m.	2.5		18	364	102	659	125	1374	100	1049	439	874	473	516	1611	1842
1605		10:00:30 a. m.	3		422	0	0	291	502	795	143	1260	40	210	532	985	2445	1560
1606		10:30:30 a. m.	3.5		47	0	136	491	1433	595	0	79	58	144	0	1480	132	215
1607		11:00:30 a. m.	4		85	74	219	94	11	472	0	51	245	781	0	462	349	163
1608		11:30:30 a. m.	4.5		28	0	0	95	83	614	0	0	0	785	9	483	1876	2107
1609		12:00:30 p. m.	5		112	0	75	159	433	2097	0	41	612	224	53	232	202	27
1610		12:30:30 p. m.	5.5		9	18	260	101	11	1246	33	97	635	1392	0	284	103	22
1611		1:00:30 p. m.	6		1218	92	72	115	405	1089	0	63	205	214	0	594	338	220
1612		1:30:30 p. m.	6.5		28	425	0	107	103	0	0	55	939	1136	135	636	221	564
1613		2:00:30 p. m.	7		0	143	0	148	84	13	0	27	3769	2273	878	621	432	486
1614		2:30:30 p. m.	7.5		45	0	0	77	117	2	19	60	3406	1520	647	1523	3607	4259
1615		3:00:30 p. m.	8		0	86	0	572	126	274	0	56	155	247	0	198	10	238
1616		3:30:30 p. m.	8.5		138	1642	0	122	137	2	0	214	163	275	0	135	0	119
1617		4:00:30 p. m.	9		19	420	0	38	261	2	191	376	355	479	27	299	38	236
1618		4:30:30 p. m.	9.5		29	75	37	103	26	9	0	50	1475	286	334	331	0	271
1619		5:00:30 p. m.	10		10	104	0	76	70	0	0	67	149	161	0	269	22	84
1620		5:30:30 p. m.	10.5		19	292	0	102	77	160	0	75	146	102	0	221	341	648
1621		6:00:30 p. m.	11		28	553	0	209	38	1	29	182	264	907	0	241	10	755
1622		6:30:30 p. m.	11.5		436	85	0	37	35	13	0	294	376	248	0	585	0	187
1623		7:00:30 p. m.	12		789	397	232	68	3198	1999	433	1048	2658	595	119	716	245	746
1624		7:30:30 p. m.	12.5		405	757	0	1215	1902	375	868	215	2730	565	194	735	462	923
1625		8:00:30 p. m.	13		1770	536	429	436	698	124	1806	99	1147	934	407	412	1676	872
1626		8:30:30 p. m.	13.5		304	218	9	941	1470	895	550	138	1399	798	42	1098	467	1714
1627		9:00:30 p. m.	14		1063	766	93	900	2005	222	635	813	1242	1319	610	886	887	811
1628		9:30:30 p. m.	14.5		1796	1073	566	1279	2243	887	1248	691	2018	1978	82	842	528	2429
1629		10:00:30 p. m.	15		1112	865	337	993	3436	2866	1018	882	4221	343	833	1683	786	2048
1630		10:30:30 p. m.	15.5		853	2039	478	791	2709	2577	1201	861	3224	574	377	930	930	1808
1631		11:00:30 p. m.	16		465	1342	0	1179	2469	1507	1672	1093	2970	1640	649	787	980	1816
1632		11:30:30 p. m.	16.5		1644	1107	129	745	1732	2416	227	926	1121	781	794	860	1716	1767
1633	24-feb-23	12:00:30 a. m.	17		477	857	772	619	1735	1318	171	911	2476	2464	720	479	1906	1983
1634		12:30:30 a. m.	17.5		151	433	442	1171	1509	743	1423	0	2584	1178	789	364	2744	1463
1635		1:00:30 a. m.	18		785	1209	668	1370	2224	895	188	877	1359	2664	276	1172	1268	969
1636		1:30:30 a. m.	18.5		1599	2283	470	611	577	2281	77	347	2590	1772	735	889	669	3599
1637		2:00:30 a. m.	19		2432	1717	794	1284	630	3020	342	1003	1295	3157	730	870	661	1756
1638		2:30:30 a. m.	19.5		176	780	979	1515	3178	3123	260	1552	1285	1410	706	313	3244	1716
1639		3:00:30 a. m.	20		408	574	1388	1370	1082	786	1001	250	2423	1942	298	697	1555	991
1640		3:30:30 a. m.	20.5		1213	1829	868	1167	1519	531	101	10	1068	1793	974	597	3457	1384
1641		4:00:30 a. m.	21		1798	1476	0	2066	1190	1004	1076	342	1498	1654	814	1347	2180	1975
1642		4:30:30 a. m.	21.5		1264	1550	227	2175	392	1921	235	317	1975	2258	603	407	2851	1826
1643		5:00:30 a. m.	22		292	2593	67	291	2470	3421	479	598	1844	763	1044	442	783	1659
1644		5:30:30 a. m.	22.5		495	499	241	1847	1034	2063	674	567	2672	1995	1022	1062	3030	2524
1645		6:00:30 a. m.	23		1231	2970	730	838	34	1261	8	1061	1973	579	298	196	939	2634
1646		6:30:30 a. m.	23.5		223	671	509	294	840	524	477	68	2026	1213	453	312	3494	575
1647		7:00:30 a. m.	0		197	825	0	664	52	2220	7	266	2167	413	899	477	528	504
1648		7:30:30 a. m.	0.5		159	1122	417	187	77	458	42	151	18	103	0	213	18	240
1649		8:00:30 a. m.	1		29	408	0	127	33	397	0	98	0	454	0	282	0	123
1650		8:30:30 a. m.	1.5		57	481	37	352	64	570	0	789	35	118	0	207	225	228
1651		9:00:30 a. m.	2		65	390	29	195	204	1153	99	47	209	171	96	160	10	296
1652		9:30:30 a. m.	2.5		302	429	0	284	986	1	879	849	31	261	0	413	400	883
1653		10:00:30 a. m.	3		464	432	403	219	700	2	1225	887	12	403	372	133	645	2026
1654		10:30:30 a. m.	3.5		111	854	0	1227	234	0	142	0	583	806	611	1163	525	1357
1655		11:00:30 a. m.	4		19	1431	0	93	495	1006	0	0	3996	3246	826	1265	980	2827
1656		11:30:30 a. m.	4.5		37	239	0	138	0	0	0	0	4389	2347	1824	1068	3986	2598
1657		12:00:30 p. m.	5		28	226	0	160	10	142	6	0	116	838	0	335	97	78
1658		12:30:30 p. m.	5.5		9	226	0	151	38	0	22	0	329	266	0	518	324	200
1659		1:00:30 p. m.	6		9	331	9	77	34	0	0	190	75	509	69	308	354	358
1660		1:30:30 p. m.	6.5		246	218	0	1283	82	1	74	7	10	2074	766	324	302	164
1661		2:00:30 p. m.	7		395	524	0	160	22	0	42	0	188	274	0	518	422	137
1662		2:30:30 p. m.	7.5		0	95	9	160	11	0	0	0	183	212	0	330	67	838
1663		3:00:30 p. m.	8		28	235	0	77	103	12	0	0	0	1440	61	258	117	67
1664		3:30:30 p. m.	8.5		28	275	0	102	729	0	0	145	23	91	39	271	353	71
1665		4:00:30 p. m.	9		0	390	0	49	61	0	6	0	449	127	76	220	178	20
1666		4:30:30 p. m.	9.5		10	899	66	254	57	26	290	0	131	111	84	648	1417	48
1667		5:00:30 p. m.	10		29	96	0	281	131	877	0	0	29	210	118	162	624	185
1668		5:30:30 p. m.	10.5		28	349	0	121	22	497	0	0	194	189	0	211	181	54
1669		6:00:30 p. m.	11		37	604	149	180	54	293	0	641	816	730	0	170	550	181
1670		6:30:30 p. m.	11.5		552	258	244	706	22	533	13	18	47	91	0	175	62	293
1671		7:00:30 p. m.	12		936	550	123	233	1517	933	572	160	1437	799	1034	1021	800	2848
1672		7:30:30 p. m.	12.5		496	570	149	436	1867	2109	1192	116	44	2030	7	756	725	552
1673		8:00:30 p. m.	13		270	1196	362	1237	1884	1302	807	1054	201	1634	235	1188	1611	1085
1674		8:30:30 p. m.	13.5		393	1237	1152	653	341	438	1246	1100	1033	791	301	340	876	1232
1675		9:00:30 p. m.	14		1852	736	899	1691	1454	803	313	696	610	2970	46	816	2229	1325
1676		9:30:30 p. m.	14.5		969	1142	318	1545	571	1885	597	54	1698	1166	108	916	460	1969
1677		10:00:30 p. m.	15		1678	1815	65	1801	3831	1772	1600	739	1720	1954	479	727	1002	2371
1678		10:30:30 p. m.	15.5		673	1860	325	910	3264	2016	1853	755	2822	2167	1545	902	1832	2856
1679		11:00:30 p. m.	16		1972	2267	1297	948	1395	2377	829	767	1524	1336	966	973	2413	1435
1680		11:30:30 p. m.	16.5		2789	2464	496	1260	2360	1016	162	1066	2257	1308	962	1098	2667	1355
1681	25-feb-23	12:00:30 a. m.	17		1054	656	311	568	852	2288	564	1751	1484	789	464	959	2564	1744
1682		12:30:30 a. m.	17.5		526	481	988	1318	921	2949	302	445	2034	1485	696	714	2091	1135
1683		1:00:30 a. m.	18		559	776	484	829	3037	937	265	0	1115	534	544	925	1666	2257
1684		1:30:30 a. m.	18.5		2932	1899	263	1622	2516	1591	14	805	1012	1341	485	571	1577	1459
1685		2:00:30 a. m.	19		3101	1360	92	1354	979	1209	671	495	1524	823	1046	951	1116	2332
1686		2:30:30 a. m.	19.5		2515	654	652	852	449	2634	726	1667	1180	630	885	165	2239	786
1687		3:00:30 a. m.	20		1898	1545	611	1905	2990	3544	845	1534	680	1865	466	0	1462	1624
1688		3:30:30 a. m.	20.5		112	1228	1312	2038	704	1295	1034	407	1053	1053	653	390	928	2749
1689		4:00:30 a. m.	21		376	1966	398	776	1765	433	251	298	1708	1411	1008	416	1622	1441
1690		4:30:30 a. m.	21.5		2076	1850	0	484	2056	3159	296	175	1498	1940	1388	749	1913	2193
1691		5:00:30 a. m.	22		1565	2372	192	1581	1904	726	1290	1694	1814	960	739	937	2456	1353
1692		5:30:30 a. m.	22.5		37	1498	362	1909	1295	514	226	1150	2386	966	1650	433	1679	2358
1693		6:00:30 a. m.	23		673	3242	0	214	2228	1982	836	906	3466	1433	367	787	3127	1388
1694		6:30:30 a. m.	23.5		66	1722	1486	1482	103	462	29	564	1504	680	848	368	945	2670
1695		7:00:30 a. m.	0		10	457	5	404	444	1909	227	212	1760	2457	128	453	375	1353
1696		7:30:30 a. m.	0.5		47	471	0	105	41	648	0	295	62	93	0	188	402	8
1697		8:00:30 a. m.	1		1322	238	242	234	23	596	0	39	13	74	0	311	553	12
1698		8:30:30 a. m.	1.5		124	343	286	178	1317	335	6	9	11	171	0	470	254	13
1699		9:00:30 a. m.	2		75	131	0	212	42	401	84	400	222	183	0	291	337	41
1700		9:30:30 a. m.	2.5		63	712	0	887	43	540	59	33	43	67	0	300	1232	2628
1701		10:00:30 a. m.	3		65	1122	30	130	90	874	0	1116	47	801	668	203	2467	677
1702		10:30:30 a. m.	3.5		0	500	289	97	51	587	847	1176	81	912	172	488	823	302
1703		11:00:30 a. m.	4		19	179	27	112	151	725	843	65	577	174	0	879	195	82
1704		11:30:30 a. m.	4.5		46	2111	0	113	646	1206	40	33	279	115	0	368	918	148
1705		12:00:30 p. m.	5		1171	397	9	1119	56	2089	22	50	876	193	0	649	353	126
1706		12:30:30 p. m.	5.5		46	110	45	18	43	635	0	85	17	259	0	206	189	93
1707		1:00:30 p. m.	6		0	231	0	57	85	592	7	51	43	240	414	194	2036	2538
1708		1:30:30 p. m.	6.5		9	148	0	130	104	876	7	961	60	239	165	259	376	441
1709		2:00:30 p. m.	7		18	356	9	132	59	549	0	24	0	823	0	220	318	395
1710		2:30:30 p. m.	7.5		37	359	0	77	102	180	8	109	1004	82	0	97	250	359
1711		3:00:30 p. m.	8		9	606	0	235	0	467	0	57	98	134	0	306	244	224
1712		3:30:30 p. m.	8.5		9	94	10	656	123	326	22	49	0	59	9	254	93	111
1713		4:00:30 p. m.	9		19	151	0	85	153	290	0	174	0	169	0	427	231	147
1714		4:30:30 p. m.	9.5		464	622	141	9	149	350	0	309	0	418	0	153	576	114
1715		5:00:30 p. m.	10		37	242	158	62	243	458	0	9	198	595	0	0	1736	509
1716		5:30:30 p. m.	10.5		18	149	0	122	80	1706	33	82	18	188	8	0	147	602
1717		6:00:30 p. m.	11		27	537	9	454	60	587	7	166	25	137	0	8	126	94
1718		6:30:30 p. m.	11.5		221	234	0	65	62	113	131	22	355	820	193	0	299	308
1719		7:00:30 p. m.	12		1194	1236	221	714	531	546	0	641	562	1041	88	0	1028	2138
1720		7:30:30 p. m.	12.5		2068	1168	46	770	248	681	179	895	522	398	10	111	1994	1863
1721		8:00:30 p. m.	13		141	1101	1539	688	1213	1470	0	306	683	2017	482	1184	1466	1395
1722		8:30:30 p. m.	13.5		2161	291	450	1075	242	1443	384	312	839	398	326	1388	471	1426
1723		9:00:30 p. m.	14		2060	1312	861	1094	1570	2415	105	871	516	747	1164	1095	2132	706
1724		9:30:30 p. m.	14.5		2120	1448	196	1165	2996	843	307	619	910	1207	514	610	1710	2049
1725		10:00:30 p. m.	15		2230	1067	363	1549	2024	1193	1638	77	1095	1199	355	608	1017	1942
1726		10:30:30 p. m.	15.5		1474	1696	1060	1370	1266	2276	1335	650	1818	1393	1051	1230	2421	1746
1727		11:00:30 p. m.	16		777	2135	10	1055	2822	2125	1895	1195	3068	1306	752	984	3034	1101
1728		11:30:30 p. m.	16.5		825	1427	100	1218	1452	1934	273	377	2564	637	2002	723	2854	362
1729	26-feb-23	12:00:30 a. m.	17		536	1083	9	1127	2503	776	1037	1326	1439	1360	740	558	2950	1994
1730		12:30:30 a. m.	17.5		2391	1218	634	1057	549	1583	1196	511	1118	1422	463	585	1233	1558
1731		1:00:30 a. m.	18		2956	2248	1472	1237	1069	2128	7	1083	2807	1683	575	544	2570	1103
1732		1:30:30 a. m.	18.5		984	1673	0	644	2624	2732	434	1114	1315	1367	1628	1063	1956	905
1733		2:00:30 a. m.	19		616	647	213	1280	748	1478	1520	78	678	1230	261	803	2162	2180
1734		2:30:30 a. m.	19.5		2512	1442	1368	1372	3870	649	781	275	922	1281	615	1315	1857	1980
1735		3:00:30 a. m.	20		2154	1594	2216	1161	1842	2197	1886	1300	1823	1724	1156	996	3084	1487
1736		3:30:30 a. m.	20.5		1043	2501	73	1932	1925	3475	214	1278	954	2209	1893	842	835	318
1737		4:00:30 a. m.	21		37	2555	38	1353	2999	3070	267	21	2385	1207	1029	1002	457	1445
1738		4:30:30 a. m.	21.5		1504	585	260	1755	119	593	786	669	1374	2377	1612	1081	2900	1219
1739		5:00:30 a. m.	22		1685	1477	922	1943	2791	539	1589	16	2489	2224	1069	379	2343	998
1740		5:30:30 a. m.	22.5		538	2539	563	872	1165	2675	1935	534	1020	1476	2213	1057	3493	2192
1741		6:00:30 a. m.	23		1589	1375	19	972	871	1580	38	1827	2522	1105	1246	752	1500	2281
1742		6:30:30 a. m.	23.5		65	2484	19	368	244	510	103	88	1972	2652	1347	399	1114	1551
1743		7:00:30 a. m.	0		480	384	18	1192	283	696	0	1534	1963	793	533	1056	3117	2285
1744		7:30:30 a. m.	0.5		36	322	560	48	254	683	318	108	42	120	0	254	149	251
1745		8:00:30 a. m.	1		233	342	0	140	0	336	0	0	46	193	15	267	235	312
1746		8:30:30 a. m.	1.5		566	294	10	29	304	2587	0	0	11	142	62	541	307	867
1747		9:00:30 a. m.	2		57	245	0	230	61	391	29	69	108	968	219	174	246	448
1748		9:30:30 a. m.	2.5		76	348	37	74	556	462	58	86	0	2280	0	541	228	2563
1749		10:00:30 a. m.	3		37	496	0	45	921	2032	29	338	187	196	9	538	1012	2942
1750		10:30:30 a. m.	3.5		19	378	365	165	127	339	0	905	941	198	0	22	1944	284
1751		11:00:30 a. m.	4		583	951	27	39	137	907	0	88	1073	303	757	0	162	1461
1752		11:30:30 a. m.	4.5		102	1802	218	114	62	379	1059	141	33	183	0	0	196	2423
1753		12:00:30 p. m.	5		28	356	0	1036	76	367	238	33	38	1480	0	0	234	188
1754		12:30:30 p. m.	5.5		0	82	0	18	252	585	0	191	34	0	15	0	307	261
1755		1:00:30 p. m.	6		9	292	74	96	66	1799	6	59	314	179	0	0	186	213
1756		1:30:30 p. m.	6.5		30	88	258	57	22	1561	0	16	117	162	0	40	79	296
1757		2:00:30 p. m.	7		36	757	0	83	11	488	0	364	12	238	0	651	228	317
1758		2:30:30 p. m.	7.5		0	38	0	18	95	321	42	518	86	912	17	42	541	254
1759		3:00:30 p. m.	8		0	129	19	120	29	344	0	54	341	347	0	167	221	283
1760		3:30:30 p. m.	8.5		37	116	0	9	44	438	0	9	175	272	0	138	1141	244
1761		4:00:30 p. m.	9		365	250	0	121	43	383	15	80	55	180	0	80	30	0
1762		4:30:30 p. m.	9.5		28	834	93	1276	56	538	0	121	12	264	0	9	38	0
1763		5:00:30 p. m.	10		38	287	0	28	138	888	13	39	139	629	0	0	214	0
1764		5:30:30 p. m.	10.5		37	114	0	47	77	380	102	550	0	141	0	0	713	41
1765		6:00:30 p. m.	11		37	183	0	47	51	422	16	762	242	12	0	0	306	339
1766		6:30:30 p. m.	11.5		613	106	146	149	40	663	0	62	103	98	0	0	267	15
1767		7:00:30 p. m.	12		1149	1560	150	1244	3260	1653	350	162	3569	1720	713	1141	1594	1194
1768		7:30:30 p. m.	12.5		1513	387	0	198	1303	227	127	183	1089	1055	267	640	2307	876
